Date;Highprice;Lowprice;Closingprice;Gennemsnitligepris;Totalvolume;Omsætning;
2017-02-27;1065,45;1057,93;1059,72;;1;;
2017-02-24;1073,80;1060,51;1061,08;;1;;
2017-02-23;1078,08;1072,39;1072,43;;1;;
2017-02-22;1077,66;1069,64;1074,72;;1;;
2017-02-21;1077,00;1063,46;1076,86;;1;;
2017-02-20;1076,49;1066,54;1067,82;;1;;
2017-02-17;1077,09;1067,81;1072,36;;1;;
2017-02-16;1079,19;1073,78;1076,81;;1;;
2017-02-15;1075,34;1071,08;1074,79;;1;;
2017-02-14;1074,10;1067,54;1071,50;;1;;
2017-02-13;1071,64;1064,95;1071,58;;1;;
2017-02-10;1067,28;1058,77;1065,91;;1;;
2017-02-09;1061,03;1045,18;1060,94;;1;;
2017-02-08;1052,93;1042,29;1044,90;;1;;
2017-02-07;1053,42;1047,25;1052,38;;1;;
2017-02-06;1063,48;1053,77;1053,77;;1;;
2017-02-03;1061,05;1054,80;1060,79;;1;;
2017-02-02;1065,22;1049,96;1055,49;;1;;
2017-02-01;1066,15;1049,63;1061,13;;1;;
2017-01-31;1055,72;1047,09;1049,56;;1;;
2017-01-30;1052,46;1044,15;1048,15;;1;;
2017-01-27;1052,62;1043,24;1052,62;;1;;
2017-01-26;1049,54;1039,02;1044,71;;1;;
2017-01-25;1038,84;1025,92;1038,84;;1;;
2017-01-24;1031,75;1023,10;1024,96;;1;;
2017-01-23;1032,64;1025,85;1026,28;;1;;
2017-01-20;1036,09;1029,06;1033,49;;1;;
2017-01-19;1035,13;1029,07;1033,50;;1;;
2017-01-18;1037,08;1027,04;1030,35;;1;;
2017-01-17;1038,06;1031,04;1033,55;;1;;
2017-01-16;1042,79;1037,94;1038,29;;1;;
2017-01-13;1039,68;1025,05;1039,68;;1;;
2017-01-12;1033,48;1020,25;1024,95;;1;;
2017-01-11;1034,34;1025,47;1034,27;;1;;
2017-01-10;1034,11;1025,94;1026,30;;1;;
2017-01-09;1042,46;1030,29;1031,50;;1;;
2017-01-06;1040,30;1033,97;1037,59;;1;;
2017-01-05;1036,18;1025,59;1034,99;;1;;
2017-01-04;1033,01;1025,42;1025,78;;1;;
2017-01-03;1041,93;1030,88;1030,89;;1;;
2017-01-02;1035,39;1014,99;1034,03;;1;;
2016-12-30;1017,09;1013,65;1015,88;;1;;
2016-12-29;1016,82;1007,01;1016,69;;1;;
2016-12-28;1012,81;1009,02;1012,81;;1;;
2016-12-27;1011,75;1007,60;1011,75;;1;;
2016-12-23;1009,60;1003,78;1007,37;;1;;
2016-12-22;1007,46;1000,51;1005,73;;1;;
2016-12-21;1005,44;1000,18;1002,97;;1;;
2016-12-20;1005,79;999,19;1002,30;;1;;
2016-12-19;1003,57;993,68;999,74;;1;
